id,xp,name,original_name,type
8767,1.634,Aile du Bitouf des Plaines,Aile du Bitouf des Plaines,[object Object]
8769,9.779,Coco du Bitouf des Plaines,Coco du Bitouf des Plaines,[object Object]
8771,21.278,Écorce de Floribonde,Écorce de Floribonde,[object Object]
8772,20.3,Écorce de Brouture,Écorce de Brouture,[object Object]
8773,19.827,Écorce de Nerbe,Écorce de Nerbe,[object Object]
8774,20.784,Écorce de Fécorce,Écorce de Fécorce,[object Object]
8775,19.365,Écorce de Chiendent,Écorce de Chiendent,[object Object]
8776,21.784,Coco du Bitouf Sombre,Coco du Bitouf Sombre,[object Object]
8777,18.611,Pistil du Tynril,Pistil du Tynril,[object Object]
8778,3.601,Étamine de Floribonde,Étamine de Floribonde,[object Object]
8779,3.368,Carpelle de Brouture,Carpelle de Brouture,[object Object]
8780,3.319,Sépale de Nerbe,Sépale de Nerbe,[object Object]
8781,3.418,Calice de Fécorce,Calice de Fécorce,[object Object]
8782,3.271,Bractée de Chiendent,Bractée de Chiendent,[object Object]
8783,3.653,Amygdales du Bitouf Sombre,Amygdales du Bitouf Sombre,[object Object]
8784,22.302,Talon d'achille de l'Abrakleur sombre,Talon d'achille de l'Abrakleur sombre,[object Object]
8785,3.706,Graine de l'Abrakleur sombre,Graine de l'Abrakleur sombre,[object Object]
8786,30.914,Tresse du Poolay,Tresse du Poolay,[object Object]
8787,5.227,Cloaque du Poolay,Cloaque du Poolay,[object Object]
8788,5.365,Croupion du Bitouf aérien,Croupion du Bitouf aérien,[object Object]
8789,179.258,Chaussette du Kimbo,Chaussette du Kimbo,[object Object]
8790,4.935,Rembourrage de Meupette,Rembourrage de Meupette,[object Object]
8791,29.559,Étoffe de Meupette,Étoffe de Meupette,[object Object]
8792,32.423,Coco du Bitouf aérien,Coco du Bitouf aérien,[object Object]
8793,34.011,Coquille du Kaskargo,Coquille du Kaskargo,[object Object]
8796,34.882,Nœud de l'Abrakleur clair,Nud de l'Abrakleur clair,[object Object]
8797,5.913,Souche de l'Abrakleur clair,Souche de l'Abrakleur clair,[object Object]
8798,55.851,Queue emplumée du Rasboul Majeur,Queue emplumée du Rasboul Majeur,[object Object]
8800,13.235,Étoffe Zoth,Étoffe Zoth,[object Object]
8801,9.436,Étoffe de Ouassingue,Étoffe de Ouassingue,[object Object]
8802,15.651,Tibia du Guerrier Zoth,Tibia du Guerrier Zoth,[object Object]
8803,14.9,Rotule du Disciple Zoth,Rotule du Disciple Zoth,[object Object]
8804,16.482,Braguette du Maître Zoth,Braguette du Maître Zoth,[object Object]
8805,15.266,Mouchoir de la Gamine Zoth,Mouchoir de la Gamine Zoth,[object Object]
8806,16.056,Écusson du Sergent Zoth,Écusson du Sergent Zoth,[object Object]
8807,7.622,Jus de Ouassingue,Jus de Ouassingue,[object Object]
8808,16.215,Étoffe du Roissingue,Étoffe du Roissingue,[object Object]
8809,97.29,Culotte à l'envers du Roissingue,Culotte à l'envers du Roissingue,[object Object]
8810,10.554,Tourbe séchée de Tourbassingue,Tourbe séchée de Tourbassingue,[object Object]
8811,9.289,Faux menton du Bourbassingue,Faux menton du Bourbassingue,[object Object]
8812,278.159,Encre du Kralamoure géant,Encre du Kralamoure géant,[object Object]
8813,46.023,Ventouse du Kralamoure géant,Ventouse du Kralamoure géant,[object Object]
8832,5.766,Bave du Kaskargo,Bave du Kaskargo,[object Object]
8916,113.176,Ambre du Tynril,Ambre du Tynril,[object Object]
8917,4.706,Clef de la Grotte Hesque,Clef de la Grotte Hesque,[object Object]
8971,7.761,Clef de l'Arche d'Otomaï,Clef de l'Arche d'Otomaï,[object Object]
8972,26.257,Clef du Goulet du Rasboul,Clef du Goulet du Rasboul,[object Object]
8975,63.79,Clef du Laboratoire du Tynril,Clef du Laboratoire du Tynril,[object Object]
8977,87.707,Clef de la Canopée du Kimbo,Clef de la Canopée du Kimbo,[object Object]
8995,18.646,Étoffe de Gourlo le Terrible,Étoffe de Gourlo le Terrible,[object Object]
9247,705.765,Clef du Temple du Grand Ougah,Clef du Temple du Grand Ougah,[object Object]
9248,3.628,Clef du Clos des Blops,Clef du Clos des Blops,[object Object]
9249,1.725,Morceau de clef Griotte,Morceau de clef Griotte,[object Object]
9250,1.725,Morceau de clef Reinette,Morceau de clef Reinette,[object Object]
9251,1.725,Morceau de clef Coco,Morceau de clef Coco,[object Object]
9252,1.725,Morceau de clef Indigo,Morceau de clef Indigo,[object Object]
9254,10.35,Clef de l'antre du Blop Multicolore,Clef de l'antre du Blop Multicolore,[object Object]
9263,8.747,Écorce de Champaknyde,Écorce de Champaknyde,[object Object]
9267,9.258,Trompe de la Tromperelle,Trompe de la Tromperelle,[object Object]
9269,9.258,Langue de Champodonte,Langue de Champodonte,[object Object]
9277,9.258,Œil de Champmane,il de Champmane,[object Object]
9278,9.258,Lamelle de Champbis,Lamelle de Champbis,[object Object]
9279,9.258,Bave de Champ à Gnons,Bave de Champ à Gnons,[object Object]
9280,48.382,Épine d'Ougah,Épine d'Ougah,[object Object]
9281,289.613,Fragment d'Ougalurette,Fragment d'Ougalurette,[object Object]
9381,0.426,Fleur de Gloutoblop,Fleur de Gloutoblop,[object Object]
9382,0.322,Fleur de Blopignon,Fleur de Blopignon,[object Object]
9383,0.302,Racine de Tronkoblop,Racine de Tronkoblop,[object Object]
9384,11.648,Fleur de Blop Griotte Royal,Fleur de Blop Griotte Royal,[object Object]
9385,11.648,Fleur de Blop Coco Royal,Fleur de Blop Coco Royal,[object Object]
9386,11.648,Fleur de Blop Indigo Royal,Fleur de Blop Indigo Royal,[object Object]
9387,11.648,Fleur de Blop Reinette Royal,Fleur de Blop Reinette Royal,[object Object]
9388,1.952,Feuille de Blop Royal,Feuille de Blop Royal,[object Object]
9389,8.187,Feuille de Blop Multicolore Royal,Feuille de Blop Multicolore Royal,[object Object]
9391,48.884,Fleur de Blop Multicolore Royal,Fleur de Blop Multicolore Royal,[object Object]
9401,289.613,Peau du Bworker,Peau du Bworker,[object Object]
9571,18.253,Weischelcreme Torte,Weischelcreme Torte,[object Object]
9935,13.903,Corde d'escalade,Corde d'escalade,[object Object]
9940,1.63,Nacre brute,Nacre brute,[object Object]
9941,8.037,Nacre,Nacre,[object Object]
9949,31.095,Pâte à Tra Khben,Pâte à Tra Khben,[object Object]
9950,1.401,Pierre de souillure bleue impure,Pierre de souillure bleue impure,[object Object]
9951,1.448,Pierre de souillure jaune impure,Pierre de souillure jaune impure,[object Object]
9952,1.452,Pierre de souillure verte impure,Pierre de souillure verte impure,[object Object]
9969,52.168,Salace de poissons empoisonnée,Salace de poissons empoisonnée,[object Object]
9973,28.794,Extrémité du Grattoir,Extrémité du Grattoir,[object Object]
9975,75.995,Manche du Grattoir,Manche du Grattoir,[object Object]
9976,105.662,Grattoir à dos inachevé,Grattoir à dos inachevé,[object Object]
9979,32.16,Philtre de Longévité,Philtre de Longévité,[object Object]
9981,6.201,Farine Humée,Farine Humée,[object Object]
9999,5.742,Copie de la clef du repaire des bandits,Copie de la clef du repaire des bandits,[object Object]
10019,106.425,Seau de Pinces à Linge,Seau de Pinces à Linge,[object Object]
10030,92.527,Tissu de Rapiéçage,Tissu de Rapiéçage,[object Object]
10031,29.66,Teinture Orange Sanguine,Teinture Orange Sanguine,[object Object]
10057,1.25,Rune de chasse,Rune de chasse,[object Object]
10064,6.353,Teinture Magique Ténébreuse,Teinture Magique Ténébreuse,[object Object]
10070,19.95,Tonneau en Bombu,Tonneau en Bombu,[object Object]
10204,85.846,Potion de Sésanabolisant,Potion de Sésanabolisant,[object Object]
10272,1.826,Masque à Zag,Masque à Zag,[object Object]
10284,6.719,Viscères de Tanuki,Viscères de Tanuki,[object Object]
10314,0.535,Sang du Kido,Sang du Kido,[object Object]
10613,5.625,Rune Pa Do Pi,Rune Pa Do Pi,[object Object]
10615,0.9,Rune Pa Per Pi,Rune Pa Per Pi,[object Object]
10616,2.7,Rune Ra Per Pi,Rune Ra Per Pi,[object Object]
10618,0.9,Rune Pa Pui,Rune Pa Pui,[object Object]
10619,2.7,Rune Ra Pui,Rune Ra Pui,[object Object]
10662,2.025,Rune Pa Prospe,Rune Pa Prospe,[object Object]
10831,15.621,Bananagrume,Bananagrume,[object Object]
10835,0.125,Cachet du bizut,Cachet du bizut,[object Object]
10909,0.025,Phéromone de Tofu,Phéromone de Tofu,[object Object]
10970,6.212,Sueur de dragodinde,Sueur de dragodinde,[object Object]
11102,0.27,Perce-Neige,Perce-Neige,[object Object]
11106,0.27,Poisskaille,Poisskaille,[object Object]
11107,0.27,Bois de Tremble,Bois de Tremble,[object Object]
11109,0.27,Frostiz,Frostiz,[object Object]
11110,0.27,Obsidienne,Obsidienne,[object Object]
11117,1.976,Laine de Boufmouth,Laine de Boufmouth,[object Object]
11118,11.901,Clavicule de Boufmouth,Clavicule de Boufmouth,[object Object]
11119,1.812,Oreille de Bouftonmouth,Oreille de Bouftonmouth,[object Object]
11120,10.943,Cuir de Bouftonmouth,Cuir de Bouftonmouth,[object Object]
11121,12.64,Œil de Boufmouth de guerre,il de Boufmouth de guerre,[object Object]
11122,2.104,Corne de Boufmouth de guerre,Corne de Boufmouth de guerre,[object Object]
11135,13.256,Queue du Boufmouth légendaire,Queue du Boufmouth légendaire,[object Object]
11136,2.174,Laine de Boufmouth légendaire,Laine de Boufmouth légendaire,[object Object]
11174,32.878,Clef de la serre du Royalmouth,Clef de la serre du Royalmouth,[object Object]
11175,49.065,Clef Mansot,Clef Mansot,[object Object]
11176,80.923,Clef du Grolandais violent,Clef du Grolandais violent,[object Object]
11177,76.645,Clef de l'hypogée de l'Obsidiantre,Clef de l'hypogée de l'Obsidiantre,[object Object]
11178,110.238,Clef de la Tanière Givrefoux,Clef de la Tanière Givrefoux,[object Object]
11179,135.044,Clef de l'Antre du Korriandre,Clef de l'Antre du Korriandre,[object Object]
11180,207.078,Clef des cavernes du Kolosso,Clef des cavernes du Kolosso,[object Object]
11181,219.528,Clef de l'Antichambre des Gloursons,Clef de l'Antichambre des Gloursons,[object Object]
11219,71.088,Queue du Royalmouth,Queue du Royalmouth,[object Object]
11221,12.016,Laine du Royalmouth,Laine du Royalmouth,[object Object]
11222,16.973,Bec du Timansot,Bec du Timansot,[object Object]
11223,2.801,Plume du Timansot,Plume du Timansot,[object Object]
11224,18.215,Aile de Mansobèse,Aile de Mansobèse,[object Object]
11225,2.987,Peau de Mansobèse,Peau de Mansobèse,[object Object]
11226,19.15,Huile de Mamansot,Huile de Mamansot,[object Object]
11227,3.201,Duvet de Mamansot,Duvet de Mamansot,[object Object]
11228,19.654,Arête géante du Shamansot,Arête géante du Shamansot,[object Object]
11229,3.319,Poil de barbe du Shamansot,Poil de barbe du Shamansot,[object Object]
11230,3.447,Queue du Fu Mansot,Queue du Fu Mansot,[object Object]
11231,20.745,Oreille du Fu Mansot,Oreille du Fu Mansot,[object Object]
11232,18.611,Plume du Mansot Royal,Plume du Mansot Royal,[object Object]
11233,113.176,Œuf du Mansot Royal,uf du Mansot Royal,[object Object]
11238,2.719,Queue d'Écumouth,Queue d'Écumouth,[object Object]
11239,16.477,Gland de l'Écumouth,Gland de l'Écumouth,[object Object]
11240,17.828,Dent de Smilomouth,Dent de Smilomouth,[object Object]
11241,3,Poils de Smilomouth,Poils de Smilomouth,[object Object]
11242,17.828,Défense du Sanglacier,Défense du Sanglacier,[object Object]
11243,3,Cuir du Sanglacier,Cuir du Sanglacier,[object Object]
11246,19.079,Œil torve de Fricochère,il torve de Fricochère,[object Object]
11247,3.222,Oreille percée du Fricochère,Oreille percée du Fricochère,[object Object]
11248,3.346,Oreille de Kaniglou,Oreille de Kaniglou,[object Object]
11249,20.327,Étoffe de Kaniglou,Étoffe de Kaniglou,[object Object]
11250,0.976,Poil de Chachachovage,Poil de Chachachovage,[object Object]
11251,5.826,Sternum de Chachachovage,Sternum de Chachachovage,[object Object]
11252,5.98,Patte de Rat Bougri,Patte de Rat Bougri,[object Object]
11253,1.003,Étoffe de Rat Bougri,Étoffe de Rat Bougri,[object Object]
11254,0.926,Pince de Crabe Hijacob,Pince de Crabe Hijacob,[object Object]
11255,5.54,Œil de Crabe Hijacob,il de Crabe Hijacob,[object Object]
11256,5.679,Bec de Gélikan,Bec de Gélikan,[object Object]
11257,0.951,Plume de Gélikan,Plume de Gélikan,[object Object]
11279,98.438,Scie à glace,Scie à glace,[object Object]
11280,20.084,Plaque d'acier,Plaque d'acier,[object Object]
11281,116.541,Masque de protection,Masque de protection,[object Object]
11282,257.475,Gants de protection,Gants de protection,[object Object]
11309,4.187,Pince du Fancrôme,Pince du Fancrôme,[object Object]
11310,24.876,Corde du Fancrôme,Corde du Fancrôme,[object Object]
11311,24.876,Bouée de Fantomalamère,Bouée de Fantomalamère,[object Object]
11312,4.187,Queue de Fantomalamère,Queue de Fantomalamère,[object Object]
11313,24.876,Huile de Fantimonier,Huile de Fantimonier,[object Object]
11314,4.187,Coquille de Fantimonier,Coquille de Fantimonier,[object Object]
11315,4.187,Mât de Fantômat,Mât de Fantômat,[object Object]
11316,33.059,Dent de Fantômat,Dent de Fantômat,[object Object]
11317,24.876,Coquille de Harpirate,Coquille de Harpirate,[object Object]
11318,4.187,Écaille de Harpirate,Écaille de Harpirate,[object Object]
11319,4.786,Étoffe de Vigie Pirate,Étoffe de Vigie Pirate,[object Object]
11320,28.879,Œil de Vigie Pirate,il de Vigie Pirate,[object Object]
11321,23.958,Poil de Ben le Ripate,Poil de Ben le Ripate,[object Object]
11322,142.327,Scapula de Ben le Ripate,Scapula de Ben le Ripate,[object Object]
11323,6.389,Pierre d'Atomystique,Pierre d'Atomystique,[object Object]
11324,34.848,Téphra d'Atomystique,Téphra d'Atomystique,[object Object]
11325,5.227,Résidu de Solfataré,Résidu de Solfataré,[object Object]
11326,31.593,Ulna de Solfataré,Ulna de Solfataré,[object Object]
11328,36.392,Œuf de Crapeur,uf de Crapeur,[object Object]
11329,6.389,Pierre de Fumrirolle,Pierre de Fumrirolle,[object Object]
11330,34.848,Artefact de Fumrirolle,Artefact de Fumrirolle,[object Object]
11331,6.765,Pierre de Mofette,Pierre de Mofette,[object Object]
11332,9.289,Tuf de Mofette,Tuf de Mofette,[object Object]
11333,29.659,Scorie d'Obsidiantre,Scorie d'Obsidiantre,[object Object]
11334,179.258,Vertèbre d'Obsidiantre,Vertèbre d'Obsidiantre,[object Object]
11335,40.278,Patte de Soryo Givrefoux,Patte de Soryo Givrefoux,[object Object]
11336,6.868,Oreille de Soryo Givrefoux,Oreille de Soryo Givrefoux,[object Object]
11337,40.278,Cuir de Maho Givrefoux,Cuir de Maho Givrefoux,[object Object]
11338,6.868,Laine de Maho Givrefoux,Laine de Maho Givrefoux,[object Object]
11339,6.868,Laine de Yokaï Givrefoux,Laine de Yokaï Givrefoux,[object Object]
11340,40.278,Crâne de Yokaï Givrefoux,Crâne de Yokaï Givrefoux,[object Object]
11341,38.684,Laine de Tengu Givrefoux,Laine de Tengu Givrefoux,[object Object]
11342,226.852,Cuir de Tengu Givrefoux,Cuir de Tengu Givrefoux,[object Object]
11475,0.455,Eau calme,Eau calme,[object Object]
11497,1.215,Huile de Frostiz,Huile de Frostiz,[object Object]
11499,27,Frostiz soufflé,Frostiz soufflé,[object Object]
11500,27,Poisskaille Givré,Poisskaille Givré,[object Object]
11501,27,Étoile des Neiges,Étoile des Neiges,[object Object]
11517,375,Eclat temporel,Eclat temporel,[object Object]
11519,10.967,Oreille de Gobosteur,Oreille de Gobosteur,[object Object]
11521,11.879,Œil de Sapeur,il de Sapeur,[object Object]
11522,74.838,Fragment de pépite de Sakaï,Fragment de pépite de Sakaï,[object Object]
11525,12.27,Péroné du Marôdeur,Péroné du Marôdeur,[object Object]
11527,12.139,Peau d'Ouilleur,Peau d'Ouilleur,[object Object]
11530,13.642,Pierre du Courtilieur,Pierre du Courtilieur,[object Object]
11533,13.931,Œuf de Gobus,uf de Gobus,[object Object]
11637,0.8,Rune Fui,Rune Fui,[object Object]
11638,3.6,Rune Pa Fui,Rune Pa Fui,[object Object]
11639,0.8,Rune Tac,Rune Tac,[object Object]
11640,3.6,Rune Pa Tac,Rune Pa Tac,[object Object]
11641,2.45,Rune Ré Pa,Rune Ré Pa,[object Object]
11642,11.025,Rune Pa Ré Pa,Rune Pa Ré Pa,[object Object]
11643,2.45,Rune Ré Pme,Rune Ré Pme,[object Object]
11644,11.025,Rune Pa Ré Pme,Rune Pa Ré Pme,[object Object]
11645,2.45,Rune Ret Pa,Rune Ret Pa,[object Object]
11646,11.025,Rune Pa Ret Pa,Rune Pa Ret Pa,[object Object]
11647,2.45,Rune Ret Pme,Rune Ret Pme,[object Object]
11648,11.025,Rune Pa Ret Pme,Rune Pa Ret Pme,[object Object]
11649,1.25,Rune Do Pou,Rune Do Pou,[object Object]
11650,5.625,Rune Pa Do Pou,Rune Pa Do Pou,[object Object]
11651,0.2,Rune Ré Pou,Rune Ré Pou,[object Object]
11652,0.9,Rune Pa Ré Pou,Rune Pa Ré Pou,[object Object]
11653,1.25,Rune Do Cri,Rune Do Cri,[object Object]
11654,5.625,Rune Pa Do Cri,Rune Pa Do Cri,[object Object]
11655,0.2,Rune Ré Cri,Rune Ré Cri,[object Object]
11656,0.9,Rune Pa Ré Cri,Rune Pa Ré Cri,[object Object]
11657,1.25,Rune Do Terre,Rune Do Terre,[object Object]
11658,5.625,Rune Pa Do Terre,Rune Pa Do Terre,[object Object]
11659,1.25,Rune Do Feu,Rune Do Feu,[object Object]
11660,5.625,Rune Pa Do Feu,Rune Pa Do Feu,[object Object]
11661,1.25,Rune Do Eau,Rune Do Eau,[object Object]
11662,5.625,Rune Pa Do Eau,Rune Pa Do Eau,[object Object]
11663,1.25,Rune Do Air,Rune Do Air,[object Object]
11664,5.625,Rune Pa Do Air,Rune Pa Do Air,[object Object]
11665,1.25,Rune Do Neutre,Rune Do Neutre,[object Object]
11666,5.625,Rune Pa Do Neutre,Rune Pa Do Neutre,[object Object]
11695,2.228,Carniflore,Carniflore,[object Object]
11696,13.416,Cagoule du Kanniboul Ebil,Cagoule du Kanniboul Ebil,[object Object]
11701,33.101,Jus d'Écumouth pressé,Jus d'Écumouth pressé,[object Object]
11795,1,Racine de synthèse,Racine de synthèse,[object Object]
11798,7.586,Clef du Village Kanniboul,Clef du Village Kanniboul,[object Object]
11799,2.887,Clef de la Maison Fantôme,Clef de la Maison Fantôme,[object Object]
11814,5.694,Moustache de Boostache,Moustache de Boostache,[object Object]
11815,0.946,Boostoplasme,Boostoplasme,[object Object]
11880,6.868,Malléole de Yomi Givrefoux,Malléole de Yomi Givrefoux,[object Object]
11882,40.278,Queue de Yomi Givrefoux,Queue de Yomi Givrefoux,[object Object]
11883,375,Condyle de Fuji Givrefoux,Condyle de Fuji Givrefoux,[object Object]
11884,61,Cuir de Fuji Givrefoux,Cuir de Fuji Givrefoux,[object Object]
11885,8.647,Lamelle de Dramanite,Lamelle de Dramanite,[object Object]
11886,51.761,Œil de Dramanite,il de Dramanite,[object Object]
11887,51.761,Oreille de Fistulor,Oreille de Fistulor,[object Object]
11888,8.647,Volve de Fistulor,Volve de Fistulor,[object Object]
11889,51.761,Pédoncule de Fongeur,Pédoncule de Fongeur,[object Object]
11890,8.647,Volve de Fongeur,Volve de Fongeur,[object Object]
11891,8.647,Écorce d'Abrazif,Écorce d'Abrazif,[object Object]
11892,51.761,Racine d'Abrazif,Racine d'Abrazif,[object Object]
11893,8.647,Lamelle de Mérulette,Lamelle de Mérulette,[object Object]
11894,51.761,Pédoncule de Mérulette,Pédoncule de Mérulette,[object Object]
11895,48.382,Patte de Korriandre,Patte de Korriandre,[object Object]
11896,289.613,Œil de Korriandre,il de Korriandre,[object Object]
11919,69.703,Œil de Fleuro,il de Fleuro,[object Object]
11920,11.75,Oreille de Fleuro,Oreille de Fleuro,[object Object]
11921,10.967,Queue de Wolvero,Queue de Wolvero,[object Object]
11922,67.418,Manubrium de Wolvero,Manubrium de Wolvero,[object Object]
11923,10.967,Griffe de Blérauve,Griffe de Blérauve,[object Object]
11924,67.418,Poil de Blérauve,Poil de Blérauve,[object Object]
11925,67.418,Étoffe de Croleur,Étoffe de Croleur,[object Object]
11926,10.967,Oreille de Croleur,Oreille de Croleur,[object Object]
11927,10.967,Molaire de Blérice,Molaire de Blérice,[object Object]
11928,67.418,Oreille de Blérice,Oreille de Blérice,[object Object]
11929,67.418,Queue de Blérom,Queue de Blérom,[object Object]
11930,10.967,Omoplate de Blérom,Omoplate de Blérom,[object Object]
11931,61,Griffe de Kolosso,Griffe de Kolosso,[object Object]
11932,375,Étoffe de Kolosso,Étoffe de Kolosso,[object Object]
11933,67.418,Vomer d'Apériglours,Vomer d'Apériglours,[object Object]
11934,10.967,Oreille d'Apériglours,Oreille d'Apériglours,[object Object]
11935,75,Iris de Boulglours,Iris de Boulglours,[object Object]
11936,12.2,Poils de Boulglours,Poils de Boulglours,[object Object]
11937,75,Laine de Glouragan,Laine de Glouragan,[object Object]
11938,12.2,Cuir de Glouragan,Cuir de Glouragan,[object Object]
11939,12.2,Incisive de Glourmand,Incisive de Glourmand,[object Object]
11940,75,Étoffe de Glourmand,Étoffe de Glourmand,[object Object]
11941,75,Aile de Gloursaya,Aile de Gloursaya,[object Object]
11942,12.2,Antenne de Gloursaya,Antenne de Gloursaya,[object Object]
11943,61,Queue de Glourséleste,Queue de Glourséleste,[object Object]
11944,375,Hamatum de Glourséleste,Hamatum de Glourséleste,[object Object]
11945,12.2,Queue de Meliglours,Queue de Meliglours,[object Object]
11946,75,Calcanéus de Meliglours,Calcanéus de Meliglours,[object Object]
11948,40.278,Cornée de Kami Givrefoux,Cornée de Kami Givrefoux,[object Object]
11949,6.868,Incisive de Kami Givrefoux,Incisive de Kami Givrefoux,[object Object]
12001,65,Larme de Givrefoux,Larme de Givrefoux,[object Object]
12015,9.328,Bec du Kwakwa,Bec du Kwakwa,[object Object]
12016,1.563,Plume du Kwakwa,Plume du Kwakwa,[object Object]
12017,4.815,Clef du Nid du Kwakwa,Clef du Nid du Kwakwa,[object Object]
12073,9.883,Clef du Laboratoire de Brumen Tinctorias,Clef du Laboratoire de Brumen Tinctorias,[object Object]
12075,18.646,Fiole de fumée de Nelween,Fiole de fumée de Nelween,[object Object]
12076,3.14,Duvet de Nelween,Duvet de Nelween,[object Object]
12150,13.541,Clef du Donjon de Nowel,Clef du Donjon de Nowel,[object Object]
12151,159.939,Clef de la Caverne de Nowel,Clef de la Caverne de Nowel,[object Object]
12152,286.511,Clef de la Maison du Papa Nowel,Clef de la Maison du Papa Nowel,[object Object]
12351,28.771,Clef du Repaire de Sphincter Cell,Clef du Repaire de Sphincter Cell,[object Object]
12374,29.134,Poignée du Gorgouille,Poignée du Gorgouille,[object Object]
12375,4.861,Fragment du Gorgouille,Fragment du Gorgouille,[object Object]
12428,0.134,Boue Juvénile,Boue Juvénile,[object Object]
12429,0.785,Boue Novice,Boue Novice,[object Object]
12430,2.986,Boue Mature,Boue Mature,[object Object]
12431,11.971,Boue Vénérable,Boue Vénérable,[object Object]
12432,0.11,Poudre Juvénile,Poudre Juvénile,[object Object]
12433,0.785,Poudre Novice,Poudre Novice,[object Object]
12434,3.665,Poudre Mature,Poudre Mature,[object Object]
12435,11.971,Poudre Vénérable,Poudre Vénérable,[object Object]
12436,0.11,Cendres Juvéniles,Cendres Juvéniles,[object Object]
12437,0.957,Cendres Novices,Cendres Novices,[object Object]
12438,2.986,Cendres Matures,Cendres Matures,[object Object]
12439,11.971,Cendres Vénérables,Cendres Vénérables,[object Object]
12440,0.11,Flaque Juvénile,Flaque Juvénile,[object Object]
12441,0.785,Flaque Novice,Flaque Novice,[object Object]
12442,2.986,Flaque Mature,Flaque Mature,[object Object]
12443,11.971,Flaque Vénérable,Flaque Vénérable,[object Object]
12444,0.11,Fumée Juvénile,Fumée Juvénile,[object Object]
12445,0.785,Fumée Novice,Fumée Novice,[object Object]
12446,2.986,Fumée Mature,Fumée Mature,[object Object]
12447,11.971,Fumée Vénérable,Fumée Vénérable,[object Object]
12448,1.339,Jaune d'Œuf de Krokille,Jaune d'uf de Krokille,[object Object]
12449,9.57,Œil de Krokille,il de Krokille,[object Object]
12450,36.648,Coquille de Krokille,Coquille de Krokille,[object Object]
12451,155.625,Croc de Krokille,Croc de Krokille,[object Object]
12467,23.958,Épine Dorsale de Grozilla,Épine Dorsale de Grozilla,[object Object]
12468,142.327,Bézoard Ardent de Grozilla,Bézoard Ardent de Grozilla,[object Object]
12728,17.025,Ardonite,Ardonite,[object Object]
12733,27.525,Substrat de Forêt,Substrat de Forêt,[object Object]
12734,32.1,Potion d'altération,Potion d'altération,[object Object]
12735,29.603,Clef de la Bambusaie de Damadrya,Clef de la Bambusaie de Damadrya,[object Object]
12737,25,Galet cramoisi,Galet cramoisi,[object Object]
12738,250,Galet rutilant,Galet rutilant,[object Object]
12740,2.5,Galet brasillant,Galet brasillant,[object Object]
12743,36.394,Potion minérale,Potion minérale,[object Object]
12744,16.275,Substrat de Bosquet,Substrat de Bosquet,[object Object]
12745,3.9,Substrat de Bocage,Substrat de Bocage,[object Object]
12970,8.189,Paquet Cadeau du Minotoboule de Nowel,Paquet Cadeau du Minotoboule de Nowel,[object Object]
13096,1.288,Fémur du Chafer Rōnin,Fémur du Chafer Ronin,[object Object]
13097,0.3,Mâchoire du Chafer Draugr,Mâchoire du Chafer Draugr,[object Object]
13098,0.463,Casque du Chafer Primitif,Casque du Chafer Primitif,[object Object]
13112,6.085,Viande fraîche,Viande Fraîche,[object Object]
13140,1.339,Serrure du Coffre des Forgerons,Serrure du Coffre des Forgerons,[object Object]
13154,61,Poudre glaciale,Poudre glaciale,[object Object]
13157,48.382,Ongle du Bworker,Ongle du Bworker,[object Object]
13164,29.659,Sphénoïde du Kimbo,Sphénoïde du Kimbo,[object Object]
13165,7.256,Duvet du Maître Corbac,Duvet du Maître Corbac,[object Object]
13167,7.721,Plume du Rasboul Majeur,Plume du Rasboul Majeur,[object Object]
13168,29.659,Ethmoïde du Minotot,Ethmoïde du Minotot,[object Object]
13196,1,Cuir synthétique,Cuir synthétique,[object Object]
13333,10.348,Clef du Potager d'Halouine,Clef du Potager d'Halouine,[object Object]
13334,43.46,Chicots d'Halouine,Chicots d'Halouine,[object Object]
13335,7.292,Rouflaquettes d'Halouine,Rouflaquettes d'Halouine,[object Object]
13336,0.525,Graines de Citwouille Maudites,Graines de Citwouille Maudites,[object Object]
13338,2.249,Enfumoir Zoth,Enfumoir Zoth,[object Object]
13339,0.245,Sceau Royal Contrefait,Sceau Royal Contrefait,[object Object]
13340,1.34,Pustule de Rat Sio,Pustule de Rat Sio,[object Object]
13341,5.839,Patte de la Gardienne des Égouts,Patte de la Gardienne des Égouts,[object Object]
13342,0.272,Tatouage de Mauvais Garçon,Tatouage de Mauvais Garçon,[object Object]
13343,6.677,Nœud de Marin,Nud de Marin,[object Object]
13365,25,Galet Saisonnier,Galet Saisonnier,[object Object]
13366,125,Galet Lunaire,Galet Lunaire,[object Object]
13367,625,Galet Solaire,Galet Solaire,[object Object]
13487,0.072,Serviette de Plage,Serviette de Plage,[object Object]
13488,4.03,Aile de dragodinde dorée,Aile de Dragodinde Dorée,[object Object]
13489,0.214,Miroir de Dopeul,Miroir de Dopeul,[object Object]
13490,1.443,Bave de Ouassingue,Bave de Ouassingue,[object Object]
13491,0.272,Relique Familiale,Relique Familiale,[object Object]
13492,1.34,Short de Capoei Rat,Short de Capoei Rat,[object Object]
13493,4.045,Queue de Rat du Gang,Queue de Rat du Gang,[object Object]
13494,0.096,Nageoire de Compétition,Nageoire de Compétition,[object Object]
13495,2.177,Crâne d'Aventurier,Crâne d'Aventurier,[object Object]
13496,1.103,Bandeau de Nakunbra,Bandeau de Nakunbra,[object Object]
